x;y;gunHeading;enemyDistance;enemyHeading;enemyVelocity;hit
341,256472;389,083934;358,754549;165,850474;234,877136;0,000000;0
341,430356;381,085824;358,754549;173,817874;234,877136;0,000000;0
341,604240;373,087714;358,754549;181,788138;234,877136;0,000000;0
341,778124;365,089604;358,754549;189,760904;234,877136;0,000000;1
341,952008;357,091494;358,754549;197,735870;234,877136;0,000000;0
342,125892;349,093383;358,754549;205,712780;234,877136;0,000000;0
342,299776;341,095273;358,754549;213,691417;234,877136;0,000000;0
342,473660;333,097163;358,754549;221,671593;234,877136;0,000000;0
342,647544;325,099053;358,754549;229,653149;234,877136;0,000000;0
342,821428;317,100943;358,754549;237,635945;234,877136;0,000000;0
342,995312;309,102833;358,754549;245,619861;234,877136;0,000000;0
343,169196;301,104723;358,754549;253,604790;234,877136;0,000000;0
343,343080;293,106613;358,754549;261,590641;234,877136;0,000000;0
343,516964;285,108503;358,754549;269,577330;234,877136;0,000000;0
343,690848;277,110393;358,754549;277,564786;234,877136;0,000000;0
343,864732;269,112283;358,754549;285,552944;224,877136;0,000000;0
344,038616;261,114173;358,754549;293,541748;214,877136;0,000000;0
344,212500;253,116063;358,754549;301,531145;204,877136;0,000000;0
344,386384;245,117953;358,754549;309,521090;194,877136;0,000000;0
344,560268;237,119843;358,754549;317,511541;184,877136;0,000000;0
344,734153;229,121733;358,754549;325,502461;174,877136;0,000000;0
344,908037;221,123623;358,754549;333,493817;164,877136;0,000000;0
345,081921;213,125513;358,754549;341,485577;154,877136;0,000000;0
345,255805;205,127403;358,754549;349,477715;144,877136;0,000000;0
345,429689;197,129293;358,754549;357,470204;134,877136;0,000000;0
345,603573;189,131183;358,754549;365,463022;124,877136;0,000000;0
345,777457;181,133072;358,754549;373,456147;114,877136;0,000000;0
345,951341;173,134962;358,754549;381,449561;104,877136;0,000000;0
346,125225;165,136852;358,754549;389,443245;94,877136;0,000000;0
346,299109;157,138742;358,754549;397,437183;88,754549;0,000000;0
346,472993;149,140632;358,754549;405,470360;88,754549;1,000000;0
346,646877;141,142522;358,754549;413,547743;88,754549;2,000000;0
768,094993;228,770623;310,754549;490,043354;88,754549;0,000000;0
773,776029;223,138055;314,754549;498,033118;88,754549;0,000000;0
779,050318;217,122917;318,754549;505,976497;88,754549;0,000000;0
622,498300;56,942162;336,754549;544,850066;88,754549;0,000000;1
626,160726;49,829734;332,754549;552,835493;88,754549;0,000000;0
541,557750;100,178260;341,254549;476,049626;88,754549;0,000000;0
539,521549;107,914789;345,254549;468,055516;88,754549;0,000000;0
538,029980;115,774511;349,254549;460,103391;88,754549;0,000000;0
551,198315;270,314855;321,504549;328,976156;66,754549;0,000000;1
549,153416;273,752643;329,254549;324,994318;66,754549;0,000000;0
511,303015;386,857110;318,754549;214,495112;66,754549;0,000000;1
505,621979;392,489679;314,754549;206,495821;66,754549;0,000000;0
499,561874;397,712238;310,754549;198,508977;66,754549;0,000000;0
493,152224;402,499344;306,754549;190,577494;56,754549;0,000000;0
135,943831;399,208004;54,754549;309,617339;51,504549;0,000000;1
142,783455;403,357647;58,754549;301,620417;51,504549;0,000000;0
149,895883;407,020074;62,754549;293,659784;51,504549;0,000000;0
270,307276;443,782226;52,754549;176,123169;51,504549;0,000000;1
276,322413;449,056515;48,754549;168,135818;61,504549;0,000000;0
281,954982;454,737551;44,754549;160,136448;71,504549;0,000000;0
287,177541;460,797656;40,754549;152,165207;81,504549;0,000000;0
291,964647;467,207306;36,754549;144,268799;91,504549;0,000000;0
296,292977;473,935275;32,754549;136,501993;101,504549;0,000000;0
302,665412;504,093901;36,004549;113,753174;144,754549;0,000000;0
297,522625;497,965954;40,004549;121,701045;144,754549;0,000000;0
291,964901;492,211677;44,004549;129,694860;144,754549;0,000000;0
286,019317;486,859104;48,004549;137,691070;144,754549;0,000000;0
279,714840;481,934313;52,004549;145,653527;144,754549;0,000000;0
273,082185;477,461296;56,004549;153,551694;144,754549;0,000000;0
266,153664;473,461846;60,004549;161,359339;144,754549;0,000000;0
777,951760;105,577500;323,004549;617,215395;144,754549;0,000000;0
733,334084;227,969615;314,754549;496,275018;144,754549;0,000000;1
727,273979;233,192174;310,754549;488,303010;144,754549;0,000000;0
314,704174;164,136228;10,754549;423,827500;44,754549;0,000000;1
316,741603;171,872434;14,754549;415,860179;44,754549;0,000000;0
516,748157;437,393229;324,754549;195,251564;100,754549;0,000000;0
511,687006;443,588772;320,754549;187,262772;100,754549;0,000000;0
506,206005;449,416175;316,754549;179,263809;100,754549;0,000000;0
500,331856;454,847047;312,754549;171,294948;100,754549;0,000000;0
494,093178;459,854930;308,754549;163,402245;100,754549;0,000000;0
264,604659;542,340018;63,754549;127,285193;100,754549;0,000000;1
257,200095;539,311417;67,754549;135,266016;100,754549;0,000000;0
249,602303;536,806710;71,754549;143,265990;100,754549;0,000000;0
241,848299;534,838099;75,754549;151,246193;100,754549;0,000000;0
233,975861;533,415176;79,754549;159,173635;100,754549;0,000000;0
226,023341;532,544872;83,754549;167,019941;100,754549;0,000000;0
325,796975;427,953706;33,754549;136,481124;153,754549;0,000000;1
327,161088;429,416305;43,004549;134,492789;153,754549;0,000000;0
329,509061;431,283663;51,504549;131,593692;153,754549;0,000000;0
525,137896;562,089515;277,754549;159,070340;123,754549;0,000000;1
533,120726;561,565656;273,754549;167,061701;123,754549;0,000000;0
541,120652;561,599927;269,754549;175,059417;123,754549;0,000000;0
549,118762;561,773811;268,754549;183,053051;123,754549;0,000000;0
557,116872;561,947695;268,754549;191,047217;123,754549;0,000000;0
565,114982;562,121579;268,754549;199,041853;123,754549;0,000000;0
573,113092;562,295463;268,754549;207,036903;123,754549;0,000000;0
581,111202;562,469347;268,754549;215,032321;123,754549;0,000000;0
589,109312;562,643231;268,754549;223,028068;123,754549;0,000000;0
597,107423;562,817115;268,754549;231,024110;123,754549;0,000000;0
605,105533;562,991000;268,754549;239,020416;113,754549;0,000000;0
613,103643;563,164884;268,754549;247,016961;103,754549;0,000000;0
621,101753;563,338768;268,754549;255,013723;93,754549;0,000000;0
629,099863;563,512652;268,754549;263,010682;83,754549;0,000000;0
637,097973;563,686536;268,754549;271,007821;73,754549;0,000000;0
645,096083;563,860420;268,754549;279,005124;63,754549;0,000000;0
653,094193;564,034304;268,754549;287,002577;53,754549;0,000000;0
661,092303;564,208188;268,754549;295,000168;43,754549;0,000000;0
669,090413;564,382072;268,754549;302,997886;33,754549;0,000000;0
677,088523;564,555956;268,754549;310,995722;23,754549;0,000000;0
685,086633;564,729840;268,754549;318,993666;13,754549;0,000000;0
693,084743;564,903724;268,754549;326,991711;7,754549;0,000000;0
701,082853;565,077608;268,754549;334,855968;7,754549;1,000000;0
709,080963;565,251492;268,754549;342,593448;7,754549;2,000000;0
717,079073;565,425376;268,754549;350,218966;7,754549;3,000000;0
725,077183;565,599260;268,754549;357,754345;7,754549;4,000000;0
741,066050;565,388685;272,754549;373,019436;7,754549;0,000000;1
749,010523;564,447755;276,754549;380,998380;7,754549;0,000000;0
671,505652;135,776514;321,504549;500,363978;2,754549;0,000000;1
669,460752;139,214302;329,254549;496,393038;2,754549;0,000000;0
631,610352;252,318768;318,754549;385,740122;2,754549;0,000000;1
625,929316;257,951337;314,754549;377,743850;2,754549;0,000000;0
619,869211;263,173897;310,754549;369,785223;2,754549;0,000000;0
218,604580;223,950301;26,754549;387,136939;51,504549;0,000000;1
222,695471;230,825227;30,754549;379,141661;51,504549;0,000000;0
227,255967;237,398041;34,754549;371,186269;51,504549;0,000000;0
427,566394;431,985898;344,754549;161,475274;116,754549;0,000000;1
424,929468;439,538820;340,754549;153,483105;116,754549;0,000000;0
421,772101;446,889400;336,754549;145,485622;116,754549;0,000000;0
418,109674;454,001828;332,754549;137,524258;116,754549;0,000000;0
413,960031;460,841452;328,754549;129,648010;116,754549;0,000000;0
409,343389;467,374951;324,754549;121,915433;116,754549;0,000000;0
143,621066;512,146730;67,754549;234,825752;74,754549;0,000000;0
136,023274;509,642023;71,754549;242,824711;74,754549;0,000000;0
128,269270;507,673412;75,754549;250,813442;74,754549;0,000000;0
120,396832;506,250489;79,754549;258,755770;74,754549;0,000000;0
319,293361;423,381714;22,754549;165,874257;74,754549;0,000000;1
321,865478;430,956950;18,754549;157,878155;74,754549;0,000000;0
323,902908;438,693156;14,754549;149,884179;74,754549;0,000000;0
325,395724;446,552641;10,754549;141,934918;74,754549;0,000000;0
326,336654;454,497114;6,754549;134,080479;74,754549;0,000000;0
331,402865;502,016901;14,754549;87,882074;84,754549;0,000000;0
333,974982;509,592137;18,754549;79,925942;94,754549;0,000000;0
337,069256;516,969500;22,754549;71,933076;104,754549;0,000000;0
340,670610;524,113045;26,754549;63,935955;112,754549;0,000000;1
344,761501;530,987972;30,754549;55,980053;112,754549;0,000000;0
349,321997;537,560785;34,754549;48,134141;112,754549;0,000000;0
354,329880;543,799463;38,754549;40,511401;112,754549;0,000000;0
354,329880;543,799463;42,754549;40,511401;116,754549;0,000000;0
353,651021;543,065195;42,754549;41,431676;116,754549;0,000000;0
352,074902;541,833997;52,004549;43,140585;116,754549;0,000000;0
349,463717;540,356934;60,504549;45,507963;116,754549;0,000000;0
477,191338;197,286706;346,754549;367,942919;116,754549;0,000000;1
478,476652;189,390633;350,754549;375,941981;116,754549;0,000000;0
479,208032;181,424135;354,754549;383,913727;116,754549;0,000000;0
654,469430;410,948779;255,955440;409,850879;174,557525;0,000000;1
646,645545;409,279400;257,955440;401,850891;174,557525;0,000000;0
638,821660;407,610021;257,955440;393,850903;174,557525;0,000000;0
630,997775;405,940642;257,955440;385,850915;174,557525;0,000000;0
623,173891;404,271263;257,955440;377,850928;174,557525;0,000000;0
615,350006;402,601884;257,955440;369,850942;174,557525;0,000000;0
607,526121;400,932505;257,955440;361,850956;174,557525;0,000000;0
599,702236;399,263126;257,955440;353,850971;174,557525;0,000000;0
591,878351;397,593748;257,955440;345,850986;174,557525;0,000000;0
584,054466;395,924369;257,955440;337,851002;174,557525;0,000000;0
576,230581;394,254990;257,955440;329,851019;174,557525;0,000000;0
568,406697;392,585611;257,955440;321,851037;174,557525;0,000000;0
560,582812;390,916232;257,955440;313,851056;174,557525;0,000000;0
552,758927;389,246853;257,955440;305,851076;174,557525;0,000000;1
544,935042;387,577474;257,955440;297,851097;174,557525;0,000000;0
537,111157;385,908096;257,955440;289,851119;174,557525;0,000000;0
529,287272;384,238717;257,955440;281,851142;174,557525;0,000000;0
521,463387;382,569338;257,955440;273,851167;174,557525;0,000000;0
513,639503;380,899959;257,955440;265,851193;174,557525;0,000000;0
505,815618;379,230580;257,955440;257,851220;174,557525;0,000000;0
497,991733;377,561201;257,955440;249,851250;174,557525;0,000000;0
490,167848;375,891822;257,955440;241,851281;174,557525;0,000000;0
482,343963;374,222444;257,955440;233,851315;174,557525;0,000000;0
474,520078;372,553065;257,955440;225,851351;174,557525;0,000000;0
466,696194;370,883686;257,955440;217,851389;174,557525;0,000000;0
458,872309;369,214307;257,955440;209,851431;184,557525;0,000000;0
451,048424;367,544928;257,955440;201,851475;194,557525;0,000000;1
443,224539;365,875549;257,955440;193,851524;204,557525;0,000000;0
435,400654;364,206170;257,955440;185,851577;214,557525;0,000000;0
427,576769;362,536791;257,955440;177,851634;224,557525;0,000000;0
419,752884;360,867413;257,955440;169,851697;234,557525;0,000000;0
411,929000;359,198034;257,955440;161,851766;244,557525;0,000000;0
404,105115;357,528655;257,955440;153,851842;254,557525;0,000000;0
396,281230;355,859276;257,955440;145,851927;264,557525;0,000000;0
388,457345;354,189897;257,955440;137,852021;274,557525;0,000000;0
380,633460;352,520518;257,955440;129,852127;284,557525;0,000000;0
372,809575;350,851139;257,955440;121,852247;294,557525;0,000000;0
364,985690;349,181761;257,955440;113,852384;304,557525;0,000000;0
357,161806;347,512382;257,955440;105,852541;314,557525;0,000000;0
349,337921;345,843003;257,955440;97,852724;324,557525;0,000000;1
341,514036;344,173624;257,955440;89,852940;334,557525;0,000000;0
333,690151;342,504245;257,955440;81,853198;344,557525;0,000000;0
325,866266;340,834866;257,955440;73,853512;345,955440;0,000000;0
318,042381;339,165487;257,955440;65,906823;345,955440;1,000000;0
310,218496;337,496108;257,955440;58,072154;345,955440;2,000000;0
302,394612;335,826730;257,955440;50,504093;345,955440;3,000000;0
294,570727;334,157351;257,955440;43,530438;345,955440;4,000000;0
286,746842;332,487972;257,955440;37,781038;345,955440;5,000000;0
76,157453;554,284100;133,955440;244,087011;345,955440;0,000000;1
70,799786;560,225093;137,955440;252,086651;345,955440;0,000000;0
65,869593;566,525347;141,955440;260,062376;345,955440;0,000000;0
61,390893;573,154166;145,955440;267,979194;345,955440;0,000000;0
248,748538;556,880571;173,705440;148,812707;223,955440;0,000000;1
247,318867;564,751787;169,705440;156,812613;223,955440;0,000000;0
245,649488;572,575672;167,955440;164,810074;223,955440;0,000000;0
243,980110;580,399557;167,955440;172,807769;223,955440;0,000000;0
243,638624;582,000000;167,955440;174,443792;223,955440;0,000000;0
243,847296;581,022014;167,955440;173,444063;223,955440;0,000000;0
244,264641;579,066043;167,955440;171,444615;223,955440;0,000000;0
244,890658;576,132086;167,955440;168,445467;223,955440;0,000000;0
245,725347;572,220144;167,955440;164,446652;223,955440;0,000000;0
246,768709;567,330216;167,955440;159,448217;233,955440;0,000000;0
248,020743;561,462302;167,955440;153,450229;243,955440;0,000000;0
249,481450;554,616403;167,955440;146,452784;253,955440;0,000000;0
251,150829;546,792518;167,955440;138,456021;263,705440;0,000000;0
252,820208;538,968633;167,955440;130,394223;263,705440;1,000000;0
254,489586;531,144748;167,955440;122,298723;263,705440;2,000000;0
256,158965;523,320864;167,955440;114,235948;263,705440;3,000000;0
257,828344;515,496979;167,955440;106,320669;263,705440;4,000000;0
259,497723;507,673094;167,955440;98,734418;263,705440;5,000000;0
257,341735;444,525629;195,955440;50,123750;263,705440;0,000000;0
257,341735;444,525629;199,955440;50,123750;263,705440;0,000000;1
257,683024;445,465587;199,955440;51,074639;263,705440;0,000000;0
258,658909;447,211339;209,205440;53,052962;263,705440;0,000000;0
260,493716;449,584835;217,705440;56,052941;263,705440;0,000000;0
263,344536;452,390690;225,455440;60,017002;263,705440;0,000000;0
267,308934;455,437582;232,455440;64,871302;273,705440;0,000000;0
272,435983;458,554209;238,705440;70,553127;283,705440;0,000000;0
278,738504;461,600229;244,205440;77,025661;289,955440;0,000000;0
637,794162;494,743818;251,705440;379,722894;289,955440;0,000000;1
630,041848;492,768562;255,705440;371,727992;289,955440;0,000000;0
622,217963;491,099183;257,955440;363,751193;289,955440;0,000000;0
606,705702;487,218725;253,955440;347,775761;289,955440;0,000000;0
599,190292;484,476718;249,955440;339,790832;289,955440;0,000000;0
591,884461;481,217142;245,955440;331,862014;289,955440;0,000000;0
673,158743;235,683338;293,955440;461,046870;341,705440;0,000000;1
666,092243;239,433616;297,955440;453,053252;341,705440;0,000000;0
659,304564;243,667693;301,955440;445,102569;341,705440;0,000000;0
514,235751;408,341911;279,955440;257,998257;21,705440;0,000000;0
506,278928;409,171951;275,955440;249,998267;23,955440;0,000000;0
498,283586;409,444929;271,955440;242,326428;23,955440;-1,000000;0
490,288679;409,159515;267,955440;235,023566;23,955440;-2,000000;0
171,271802;297,189077;23,955440;113,805431;23,955440;0,000000;1
175,022080;304,255577;27,955440;105,880057;23,955440;0,000000;0
179,256157;311,043257;31,955440;97,902436;23,955440;0,000000;0
183,953404;317,519048;35,955440;89,902715;23,955440;0,000000;0
189,090937;323,651401;39,955440;81,919102;23,955440;0,000000;0
194,643727;329,410439;43,955440;74,001983;23,955440;0,000000;0
200,584720;334,768106;47,955440;66,220653;23,955440;0,000000;0
206,884974;339,698299;51,955440;58,674520;23,955440;0,000000;0
213,513793;344,176999;55,955440;51,511731;33,955440;0,000000;0
208,559041;343,370385;56,955440;54,669295;113,955440;0,000000;1
203,084175;339,008523;51,455440;61,489271;113,955440;1,000000;0
197,261472;333,522529;46,705440;69,794014;113,955440;2,000000;0
191,835636;327,643728;42,705440;78,569296;113,955440;3,000000;0
186,833102;321,400759;38,705440;87,777230;113,955440;4,000000;0
182,278242;314,824039;34,705440;97,381228;113,955440;5,000000;0
178,193245;307,945609;30,705440;107,346580;113,955440;6,000000;0
434,049836;84,050500;329,955440;322,946530;113,955440;0,000000;1
437,562396;76,862878;333,955440;330,942553;113,955440;0,000000;0
440,565017;69,447740;337,955440;338,902772;113,955440;0,000000;0
555,136677;493,993210;241,955440;348,994693;59,955440;0,000000;1
562,442508;497,252786;245,955440;356,992620;59,955440;0,000000;0
569,957919;499,994793;249,955440;364,959294;59,955440;0,000000;0
630,649782;581,484295;238,955440;456,517215;331,955440;8,000000;0
499,808285;367,903017;271,955440;284,289063;331,955440;0,000000;1
491,851462;368,733057;275,955440;276,293015;331,955440;0,000000;0
483,971922;370,116115;279,955440;268,335578;331,955440;0,000000;0
527,942434;378,283255;266,205440;315,868982;1,955440;0,000000;1
535,868519;379,368227;262,205440;323,868573;1,955440;0,000000;0
543,699614;381,003452;258,205440;331,843722;1,955440;0,000000;0
559,444775;383,792376;261,955440;347,816883;1,955440;0,000000;0
567,424851;384,356635;265,955440;355,803019;1,955440;0,000000;0
346,009002;289,179415;302,205440;167,423258;356,205440;0,000000;1
343,734785;291,135926;310,705440;164,431857;356,205440;0,000000;0
341,081976;294,129687;318,455440;160,523341;356,205440;0,000000;0
79,612625;52,780841;22,955440;311,675311;32,205440;0,000000;1
80,678538;54,473126;32,205440;309,723159;32,205440;0,000000;0
211,190006;193,152985;357,955440;153,769352;112,955440;2,000000;1
210,347591;201,108507;353,955440;144,211591;112,955440;3,000000;0
208,952278;208,985887;349,955440;134,206739;112,955440;4,000000;0
207,010867;216,746745;345,955440;123,937814;112,955440;5,000000;0
20,261856;179,875845;52,205440;256,578230;112,955440;0,000000;1
22,878203;181,343744;60,705440;253,592830;112,955440;0,000000;0
232,449791;95,250307;354,455440;272,931151;142,205440;0,000000;1
231,123274;103,139562;350,455440;264,940427;142,205440;0,000000;0
229,453895;110,963447;347,955440;256,975702;142,205440;0,000000;0
226,664971;126,708608;351,955440;241,016628;142,205440;0,000000;0
226,100712;134,688684;355,955440;233,023321;142,205440;0,000000;0
226,094490;142,688682;359,955440;225,074683;142,205440;0,000000;0
673,336415;359,131146;88,245099;75,277822;96,070439;0,000000;1
674,326079;358,987738;98,245099;74,277831;96,070439;0,000000;0
676,233564;358,386490;107,495099;72,303186;96,070439;0,000000;0
678,930059;357,071607;115,995099;69,452155;96,070439;0,000000;0
682,256127;354,849611;123,745099;65,888841;96,070439;0,000000;0
778,936419;221,507427;349,745099;84,908440;178,245099;0,000000;1
780,906309;213,753748;345,745099;92,865335;178,245099;0,000000;0
782,000000;210,437980;341,745099;96,355361;178,245099;0,000000;0
781,549825;211,330920;333,245099;95,362620;178,245099;0,000000;0
780,649476;213,116801;333,245099;93,377605;178,245099;0,000000;0
779,298951;215,795622;333,245099;90,401320;168,245099;0,000000;0
777,498252;219,367384;333,245099;86,435491;158,245099;0,000000;0
775,247378;223,832086;333,245099;81,482903;148,245099;0,000000;0
772,546329;229,189729;333,245099;75,548042;138,245099;0,000000;0
769,395105;235,440312;333,245099;68,638354;128,245099;0,000000;0
765,793706;242,583835;333,245099;60,766887;118,245099;0,000000;0
762,192308;249,727359;333,245099;52,933973;108,245099;0,000000;0
758,590909;256,870882;333,245099;45,159677;98,245099;0,000000;0
759,041084;255,977942;333,245099;46,127243;79,745099;0,000000;1
759,642659;254,070559;342,495099;48,119278;79,745099;0,000000;0
760,112216;251,107535;350,995099;51,114034;79,745099;0,000000;0
760,199817;247,108494;358,745099;55,045373;79,745099;0,000000;0
759,699302;242,133609;5,745099;59,839079;79,745099;0,000000;0
758,452334;236,264616;11,995099;65,438238;79,745099;0,000000;0
756,347965;229,588418;17,495099;71,814945;79,745099;0,000000;0
450,676305;169,932677;61,745099;277,692998;79,745099;0,000000;1
457,819828;173,534075;63,245099;269,693518;79,745099;0,000000;0
464,963352;177,135474;63,245099;261,694070;79,745099;0,000000;0
472,106875;180,736872;63,245099;253,694657;79,745099;0,000000;0
479,250399;184,338271;63,245099;245,695282;79,745099;0,000000;0
486,393922;187,939670;63,245099;237,695949;79,745099;0,000000;0
493,537446;191,541068;63,245099;229,696663;79,745099;0,000000;0
500,680969;195,142467;63,245099;221,697428;79,745099;0,000000;0
507,824493;198,743865;63,245099;213,698250;79,745099;0,000000;0
514,968016;202,345264;63,245099;205,699137;79,745099;0,000000;0
522,111540;205,946662;63,245099;197,700095;79,745099;0,000000;0
529,255063;209,548061;63,245099;189,701134;79,745099;0,000000;0
536,398587;213,149460;63,245099;181,702264;79,745099;0,000000;0
543,542110;216,750858;63,245099;173,703499;79,745099;0,000000;1
550,685634;220,352257;63,245099;165,704852;79,745099;0,000000;0
557,829157;223,953655;63,245099;157,706343;79,745099;0,000000;0
564,972681;227,555054;63,245099;149,707994;79,745099;0,000000;0
572,116204;231,156452;63,245099;141,709831;89,745099;0,000000;0
579,259728;234,757851;63,245099;133,711887;99,745099;0,000000;0
586,403251;238,359250;63,245099;125,714205;109,745099;0,000000;0
593,546775;241,960648;63,245099;117,716838;119,745099;0,000000;0
600,690298;245,562047;63,245099;109,719855;129,745099;0,000000;0
607,833822;249,163445;63,245099;101,723347;139,745099;0,000000;0
